"","slope","season","elevation","ndvi","temperature"
"1","Bhutan","summer",3985.0576171875,0.146111123638952,11.6078947368421
"2","Bhutan","summer",4129.8623046875,0.154722235159069,11.0495614035088
"3","Bhutan","summer",4164.87255859375,0.155944457439344,10.9024122807018
"4","Bhutan","summer",4255.1748046875,0.17100001371,10.5627192982456
"5","Bhutan","summer",4243.9375,0.205333348674079,10.5453947368421
"6","Bhutan","summer",4672.1748046875,0.243000017129816,8.8684210526316
"7","Bhutan","summer",4604.302734375,0.263500018103514,9.11359649122809
"8","Bhutan","summer",4440.3623046875,0.26383335145268,9.72171052631583
"9","Bhutan","summer",4218.72509765625,0.233722238911368,10.6337719298246
"10","Bhutan","summer",4122.169921875,0.19644445936299,10.9449561403509
"11","Bhutan","summer",4122.79736328125,0.14144445675063,10.9530701754386
"12","Bhutan","summer",3926.22509765625,0.11200001090765,11.7708333333334
"13","Bhutan","summer",3904.107421875,0.111166677534735,11.8401315789474
"14","Bhutan","summer",4124.50732421875,0.179611125230117,10.9438596491228
"15","Bhutan","summer",4140.12255859375,0.239055572498021,10.8997807017544
"16","Bhutan","summer",4506.20263671875,0.285666685823041,9.48289473684214
"17","Bhutan","summer",4733.2099609375,0.283944463519017,8.66162280701758
"18","Bhutan","summer",4461.69482421875,0.289444463780253,9.65394736842107
"19","Bhutan","summer",4685.419921875,0.291833352782608,8.82302631578949
"20","Bhutan","summer",4399.955078125,0.294000019552186,9.89407894736844
"21","Bhutan","summer",4460.13232421875,0.308166686891733,9.64298245614037
"22","Bhutan","summer",4342.43017578125,0.295277797390655,10.1179824561404
"23","Bhutan","summer",4232.3623046875,0.272777796321962,10.5453947368421
"24","Bhutan","summer",4264.64990234375,0.222055571690564,10.5276315789474
"25","Bhutan","summer",4028.67504882812,0.170000013662502,11.4140350877193
"26","Bhutan","summer",3921.66748046875,0.162333346631688,11.833552631579
"27","Bhutan","summer",3885.22509765625,0.157555568626978,11.9679824561404
"28","Bhutan","summer",3948.97241210938,0.155888901881149,11.714254385965
"29","Bhutan","summer",4097.6748046875,0.184277792118438,11.1506578947369
"30","Bhutan","summer",4062.44750976562,0.204611126417553,11.3037280701755
"31","Bhutan","summer",4273.53271484375,0.234111127818728,10.5390350877193
"32","Bhutan","summer",4270.52490234375,0.209944460004206,10.5203947368421
"33","Bhutan","summer",4183.48486328125,0.165944457914318,10.9313596491228
"34","Bhutan","summer",3965.86499023438,0.147611123710198,11.7741228070176
"35","Bhutan","summer",3912.43505859375,0.151111123876439,11.9864035087719
"36","Bhutan","summer",4051.90258789062,0.172722236014023,11.4885964912281
"37","Bhutan","summer",3887.580078125,0.194666681500773,12.146052631579
"38","Bhutan","summer",3971.11254882812,0.213944460194196,11.8280701754386
"39","Bhutan","summer",4006.46240234375,0.202111126298809,11.7605263157895
"40","Bhutan","summer",3900.26000976562,0.217833349267797,12.215350877193
"41","Bhutan","summer",3834.84497070312,0.301166686559251,12.4857456140351
"42","Bhutan","summer",3831.44750976562,0.29211113057358,12.5315789473684
"43","Bhutan","summer",3842.17260742188,0.2012222373677,12.5190789473684
"44","Bhutan","summer",3876.32250976562,0.170777791477222,12.414254385965
"45","Bhutan","summer",3947.29760742188,0.175555569481932,12.1745614035088
"46","Bhutan","summer",4057.2099609375,0.188222236750234,11.7800438596492
"47","Bhutan","summer",4123.25732421875,0.182277792023443,11.5574561403509
"48","Bhutan","summer",3960.68505859375,0.177388902902344,12.198903508772
"49","Bhutan","summer",4113.43994140625,0.190944459101754,11.6138157894737
"50","Bhutan","summer",4092.04760742188,0.188555570099399,11.7177631578948
